image_id,species,project,location,confidence,outcome,pointing_game_score
RMP/banded_rail/3167A923-B826-46CC-97A1-D1DDFCADE113.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999867046,bird_correct,0.020690608769655228
RMP/banded_rail/06989CED-7A69-475C-8764-F896F708611C.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999990892,bird_correct,0.32780787348747253
RMP/banded_rail/06F9878F-3F08-42E5-989B-D9BBCA950799.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999997326353594,bird_correct,0.0
RMP/banded_rail/A1F758EB-7966-4CEA-B1C4-9B2996C650FF.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999773139764,bird_correct,0.0
RMP/banded_rail/30D699CA-2D29-4F12-86A1-7BFA3E1C547C.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999772155376,bird_correct,0.0
RMP/banded_rail/2CDFEEAA-C086-40FD-9B0A-A50E98B57663.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999999066,bird_correct,0.0
RMP/banded_rail/C250BAE1-0029-4DD0-BD00-3A2E731669A1.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999819015972,bird_correct,0.0
RMP/banded_rail/7724429E-91B7-4422-B6FD-987A799FC256.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999997146591112,bird_correct,0.0
RMP/banded_rail/CD00045B-6DB9-4F33-AAE7-EAD322144B41.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999998896,bird_correct,0.0
RMP/banded_rail/18520AFA-9E85-4D1C-86BE-BDCD5315B248.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999988416,bird_correct,0.0
RMP/banded_rail/D1426A69-78F3-4623-8F20-777DBD67023F.JPG,banded_rail,RMP,RMP_ICAMM01,0.999999999632334,bird_correct,0.0
RMP/banded_rail/437E2921-AD4F-4F9E-8A96-2817AD6B7810.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999962535328,bird_correct,0.0
RMP/banded_rail/FD11C648-86C0-4A4A-8FD5-5072481E25B3.JPG,banded_rail,RMP,RMP_ICAMM01,0.9999999999999484,bird_correct,0.0
RMP/banded_rail/8B29316F-17F9-4848-9710-9687A3E6FC54.JPG,banded_rail,RMP,RMP_ICAMM01,1.0,bird_correct,0.0
RMP/banded_rail/3B29D589-1588-4A71-A5CF-089569E03EE4.JPG,banded_rail,RMP,RMP_ICAMM01,0.99999999999388,bird_correct,0.038075003772974014
RMP/banded_rail/7B6F0473-AA48-4ADA-8623-E25B7490264F.JPG,banded_rail,RMP,RMP_ICAMM01,0.999999999999986,bird_correct,0.0011872320901602507
